wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:01864019n,,"arabic_music, arab_music, arabian_music, arab_classical_music, arabic_classical_music, doulab, classical_arab_music, dulab, history_of_arabic_music",Arabic music or Arab music is the music of the Arab world with all its diverse music styles and genres.,"música_árabe, musica_arabe, música_arabe, musica_árabe, música_clásica_árabe",YES,
,bn:00120766n,,early_music,"Early music generally comprises Medieval music and Renaissance music, but can also include Baroque music.","música_antigua, musica_antigua",YES,
,bn:03890754n,,"aleatory_music, chance_music, aleatoric_music, aleatoric_technique, open_form_music, aleatoric_composition, chance, mobile, musical_mobile, mobile_form, open_form_chance_music",20th-century music in which chance or indeterminate elements are left for the performer to realize.,"música_aleatoria, musica_aleatoria, música_oportunidad",YES,
,bn:00893909n,,"afro-caribbean_music, african-caribbean_music, afro-carribean_music",Afro-Caribbean music is a broad term for music styles originating in the Caribbean from the African diaspora.,música_afrocaribeña,YES,
,bn:02982235n,,"acoustic_music, acoustical_music, acoustic_rock, acoustic_songs, acoustic_song, acoustic, acoustic_version, acoustic_instruments, unplugged, acoustic_pop, acoustic_instrument, acoustic_punk, acoustic_metal","Acoustic music is music that solely or primarily uses instruments that produce sound through acoustic means, as opposed to electric or electronic means.","música_acústica, musica_acustica, instrumentos_acústicos, musica_acústica, acústico, rock_acústico",YES,
,bn:01190779n,,"acousmatic_music, acousmatic_art","Acousmatic music is a form of electroacoustic music that is specifically composed for presentation using speakers, as opposed to a live performance.","música_acusmática, musica_acusmatica",YES,
,bn:03370155n,,"absolute_music, abstract_music","Instrumental music, as a concerto or string quartet, that draws no inspiration from or makes no reference to a text, program, visual image, or title and that exists solely in terms of its musical form, structure, and elements.","música_absoluta, música_pura, musica_absoluta, musica_pura",YES,
,bn:03844954n,,"indigenous_music_of_australia, australian_aboriginal_music, indigenous_australian_music, australian_aborigine_music, kun-borrk, australian_folk_and_indigenous_music, australian_indigenous_music, gunborg, manikay, bunggul, aboriginal_music, kunborrk","Indigenous music of Australia comprises the music of the Aboriginal and Torres Strait Islander peoples of Australia, intersecting with their cultural and ceremonial observances, through the millennia of their individual and collective histories to the present day.",música_aborigen_australiana,YES,
,bn:00056444n,,music,Musical activity (singing or whistling etc.),música,YES,
,bn:03864481n,,"module_file, music_disk, music_scene, umx, mod_music, mod-files, mod-scene, tracker_music_file, module_files, musicdisk, tracker_modules, tracker_music, mod_music_file, music_module, mod-music, module_player, modscene, module_music, mod_scene, tracking_scene, music_disks",Module file is a family of music file formats originating from the MOD file format on Amiga systems used in the late 1980s.,"music_disk, archivo_de_módulo",YES,
,bn:03198549n,,"musette_de_cour, cornemuse, musette, baroque_musette, biniou",The musette de cour or baroque musette is a musical instrument of the bagpipe family.,musette_de_cour,YES,
,bn:00056316n,,mumble,A soft indistinct utterance,"mumble, mascullar",YES,
,bn:16071361n,,"multiphonics, multiphonic, horn_chord, horn_chords",A multiphonic is an extended technique on a monophonic musical instrument in which several notes are produced at once.,"multifónicos, multifónico",YES,
,bn:00025592n,,"death_knell, death_bell",A bell rung to announce a death,"muerte_campana, muerte",YES,
,bn:01017289n,,"mudra, mudras_in_indian_music, list_of_pen_names_of_hindustani_musicians","Mudra is the unique signature of a Carnatic music composer, which is woven into some or all of their respective compositions.",mudra,YES,
,bn:00055805n,,moo,The sound made by a cow or bull,"mu, mugido, mugir",YES,
,bn:03868390n,,"mridangam, mridangams, mrithamgam, mrudamgam, mrudangam, miruthangam, mridanga, mirudangam, mrudanga, mathala, mridangam_lessons, mrdangam, mrudung, mridangamela, mridengem, mrindangam, mridang, mridangamlessons, mruthamgam, mruthangam",The mridangam is a percussion instrument of ancient origin.,"mridangam, mridangam_de_madera, mrudangam, mridang",YES,
,bn:00325647n,,"melodic_motion, melodic_contour, melodic_movement, terraced_descent","Melodic motion is the quality of movement of a melody, including nearness or farness of successive pitches or notes in a melody.",movimiento_melódico,YES,
,bn:01141991n,,indianist_movement,The Indianist movement was a movement in American classical music that flourished from the 1880s through the 1920s.,movimiento_indigenista,YES,
,bn:03874865n,,"early_norwegian_black_metal_scene, black_metal_inner_circle, early_norwegian_black_metal, murder_of_euronymous, neseblod_records, helvete",The early Norwegian black metal scene of the 1990s is credited with creating the modern black metal genre and produced some of the most acclaimed and influential artists in extreme metal.,"movimiento_del_black_metal_noruego, inner_circle, movimiento_black_metal_noruego, black_metal_noruego, black_metal_escandinavo, metal_negro_noruego",YES,
,bn:03852360n,,"motorik, motorik_beat","Motorik is the 4/4 beat often used by, and heavily associated with, krautrock bands.",motorik,YES,
,bn:02050700n,,"cross_motif, cross-motive, cross_motive","In music, the cross motif is a motif.",motivo_de_la_cruz,YES,
,bn:01221554n,,"bach_motif, b-a-c-h_motif, bach_motive, bach, b-a-c-h, bach_signature_cross, b-a-c-h_motive, b–a–c–h, b.a.c.h., bach_tetrachord","In music, the BACH motif is the motif, a succession of notes important or characteristic to a piece, B flat, A, C, B natural.",motivo_bach,YES,
,bn:03717814n,,"motet-chanson, chanson_motet, motet_chanson, chanson-motet","The motet-chanson was a specialized musical form of the Renaissance, developed in Milan during the 1470s and 1480s, which combined aspects of the contemporary motet and chanson.",motete-chanson,YES,
,bn:00610705n,,"morsing, morchang, mourching, mukharshanku, morching, murcang, morsingh","A morsing is an instrument similar to the Jew's harp, mainly used in Rajasthan, in the Carnatic music of South India, and in Sindh, Pakistan.",morsing,YES,
,bn:00055934n,,morris_dancer,Someone who does a morris dance,morris_dancer,YES,
,bn:03804901n,,"morna, mornha",The morna is a music and dance genre from Cape Verde.,morna,YES,
,bn:03264671n,,"mor_lam, mo_lam, lam_lao, mor_lum, molam, mhor_lum, moh_lam, morlam, maw_lam, maw_lum",Mor lam is a traditional Lao form of song in Laos and Isan.,"morlam, mor_lam",YES,
,bn:01107891n,,"moresca, danse_des_bouffons, morisca, moresque, les_bouffons, mauresque","For the Croatian sword dance, see Moreška.","morisca, moresca",YES,
,bn:02079488n,,"moombahton, moombahcore, moombahsoul","Moombahton is a fusion genre of house music and reggaeton that was created by American DJ and producer Dave Nada in Washington, D.C., in 2008.","moombahton, moombahcore, mumbatón",YES,
,bn:00441578n,,moodbar,Moodbar is a computer visualization used for navigating within a piece of music or any other recording on a digital audio track.,moodbar,YES,
,bn:00055760n,,monotony,Constancy of tone or pitch or inflection,monotonía,YES,
,bn:00253843n,,monodrama,"A monodrama is a theatrical or operatic piece played by a single actor or singer, usually portraying one character.",monodrama,YES,
,bn:02993583n,,"mono, monaural, monophonic, monophonic_audio, monophonic_sound, monoraul, mono_sound, monoaural",Monaural or monophonic sound reproduction is sound intended to be heard as if it were emanating from one position.,"monoaural, sonido_monoaural, monaural, sonido_monofonico, sonido_mono",YES,
,bn:00645788n,,"sound_module, synthesizer_module, synth_brain, synth_module, tone_module, sound_modules, sound_engine, rack_module",A sound module is an electronic musical instrument without a human-playable interface such as a piano-style musical keyboard.,módulo_de_sonido,YES,
,bn:17256913n,,"modulation, changing_keys, chain_modulation, common_chord_modulation, common-chord_modulation, sequential_modulation, modulating_dominant, quasi-tonic, diatonic_pivot_chord_modulation, transitional_harmony, phrase_modulation, unprepared_modulation, music_modulation, truck_driver's_gear_change, enharmonic_modulation, modulate, changing_key, modulatory_progression, key_modulation, modulating, chromatic_modulation, common-tone_modulation, direct_modulation, key_change, transitional_chord, common_tone_modulation, key_changing, harmonic_modulation, parallel_key_modulation, static_modulation","In music, modulation is the change from one tonality to another.","modulación, modulacion, cambio_clave, cambio_fundamental",YES,
,bn:00430310n,,"modes_of_limited_transposition, mode_of_limited_transposition, messiaen_modes",Modes of limited transposition are musical modes or scales that fulfill specific criteria relating to their symmetry and the repetition of their interval groups.,"modos_de_transposición_limitada, escala_octatona, modos_de_transposicion_limitada, escala_octátona, escala_octatonica",YES,
