wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:01076598n,,pyeongtaek_nongak,Pyeongtaek nongak is a nongak or Korean farmer's music which has been performed and handed down in the Pyeongtaek region of Gyeonggi Province.,pyeongtaek_nongak,YES,,,
,bn:03542893n,,"putipù, putipu","The putipù is a musical instrument traditionally used in folk music of Southern Italy, in particular of Naples and surrounding regions.",putipù,YES,,,
,bn:01422372n,,"punto_guajiro, punto_cubano","Punto guajiro or punto cubano – or simply punto – is a sung genre of Cuban music, a poetic art with music.","punto_guajiro, punto_cubano",YES,,,
,bn:03383050n,,"punto, the_punto",The punto is a musical genre typical of eastern Venezuela.,punto,YES,,,
,bn:03573542n,,"punta_rock, belizean_punta","Punta rock or Belizean punta is a form of the traditional punta rhythm of the Garifuna people of Belize, Guatemala, Honduras.",punta_rock,YES,,,
,bn:00576221n,,"punta, punta_music, banguity",Punta is an Afro Indigenous dance and music originated by the Garifuna people with African and Arawak elements.,punta,YES,,,
,bn:00574209n,,"punk_rock_subgenres, hardcore_metal, list_of_punk_subgenres, metallic_punk, punk_rock_genres, list_of_punk_rock_subgenres, punk_subgenres, list_of_punk_genres, punk_rock_music_subgenres, punk_metal, list_of_punk_rock_genres, metal_punk",A number of overlapping punk rock subgenres have developed since the emergence of punk rock in the mid-1970s.,,YES,,,
,bn:03719597n,,"punk_rock_in_california, california_punk_rock, cali_punk, san_francisco_hardcore, californian_hardcore, la_punk_band, east_bay_punk, punk_in_california, californian_punk, punk_rock_scene_in_california, california_punk_band, california_punk, california's_punk_rock_scene, california_punk_scene, california's_punk_rock_culture, punk_rock_culture_in_california","Since the mid 1970s, California has had thriving regional punk rock movements.",california_punk,YES,,,
,bn:16047300n,,punk_pathetique,Punk pathetique is a subgenre of British punk rock that involved humour and working-class cultural themes.,"pretpunk, punk_pathetique",YES,,,
,bn:00930163n,,"punk_jazz, jazz_punk, jazzcore, swing_punk, thrash_jazz",Punk jazz is a music genre that describes the amalgamation of elements of the jazz tradition with the instrumentation or conceptual heritage of punk rock.,"punkjazz, punk_jazz, jazzcore",YES,,,
,bn:03091003n,,punk_house,A punk house is a dwelling occupied by members of the punk subculture.,punk_huis,YES,metterei piuttosto punk_house,,punk_huis
,bn:01325854n,,"punk_blues, punk-blues, blues_punk, bluescore",Punk blues is a rock music genre that mixes elements of punk rock and blues.,punk_blues,YES,,,
,bn:02739079n,,"pungmul, nongak, p'ungmul, nong'ak, farmer's_band_music, poongmul, nong-ak, pungmul_nori","Pungmul is a Korean folk music tradition that includes drumming, dancing, and singing.","pungmul, nongak",YES,,,
,bn:16555258n,,"pulse, pulse_group","In music and music theory, the pulse consists of beats in a of identical yet distinct periodic short-duration stimuli perceived as points in time occurring at the mensural level.","puls, tactus",YES,,,
,bn:01536679n,,"pull-off, hammer_offs, pull–off, pull_off, hammer_off, pulloff","A pull-off is a stringed instrument playing and articulation technique performed by plucking or ""pulling"" the finger that is grasping the sounding part of a string off the fingerboard of either a fretted or unfretted instrument.",pull-off,YES,,,
,bn:02265275n,,"puirt_a_beul, puirt_à_beul, port_a_beul, puirt_a'_bheil, puirt_a'_bhèil, turlutage, puirt_á_beul","Puirt à beul is a traditional form of song native to Scotland, Ireland, and Cape Breton Island, Nova Scotia.",puirt_een_beul,YES,,,
,bn:17002193n,,"puffed_rice, rave, rave_culture, boccaccio, rave_parties, rave_scene, list_of_edm_venues, list_of_raves, rave_club, rave_dance, raver, clubkid, acid_rave, raver_candy, ravealation, drop_bass_network, drop_bass, rave_party, raver_subculture, club-kid, rave_venues, drop_bass_network_records, list_of_electronic_dance_music_venues, party_kid, list_of_rave_parties","A rave is an organised dance party at a warehouse, forest, cave or other private property or public space, typically featuring performances by DJs, playing a seamless flow of electronic dance music.","rave, rave-cultuur, rave_party, rave_dance",YES,,,
,bn:00745238n,,"pueblo_music, hopi_music, zuni_music","Pueblo music includes the music of the Hopi, Zuni, Taos Pueblo, San Ildefonso, Santo Domingo, and many other Puebloan peoples, and according to Bruno Nettl features one of the most complex Native American musical styles on the continent.","pueblo_music, hopi_music, zuni_music",YES,,,
,bn:01848756n,,"publishing_contract, publishing_rights","A publishing contract is a legal contract between a publisher and a writer or author, to publish original content by the writer or author.",uitgeverij_contract,YES,,,
,bn:03595858n,,"public_domain_music, music_in_the_public_domain",Public domain music is music to which no exclusive intellectual property rights apply.,muziek_in_het_publiek_domein,YES,,,
,bn:00060050n,,"public_address_system, pa_system, p.a._system, pa, p.a., public_address, educational_audio_in_schools_-_centralized_sound_system, operatic_school_pa, pa_systems, vocal_pa_systems, public_address_systems, public-address, the_pa_system, p/a_system, intercom_system, sound_reinforcement_system, public_announcement",An electronic amplification system used as a communication system in public areas,"pa, concert-p.a., omroepinstallatie, pa-systeem, p.a._systeem, p.a.",YES,,,
,bn:16980531n,,"pub_rock, uk_pub_rock, pub_bands, united_kingdom_pub_rock, british_pub_rock",Pub rock is a rock music genre that was developed in the early to mid-1970s in the United Kingdom.,pub_rock,YES,,,
,bn:01849231n,,"pub_rock, australian_pub_rock, australia_pub_rock","Pub rock is a style of Australian rock and roll popular throughout the 1970s and 1980s, and still influencing contemporary Australian music in the 2000s decade.",pub_rock,YES,,,
,bn:16031176n,,"psychology_of_music_preference, music_preference",The psychology of music preference is the study of the psychological factors behind peoples' different music preferences.,psychologie_van_muziekvoorkeur,YES,,,
,bn:01066198n,,"psychobilly, punkabilly, horrorbilly",Psychobilly is a rock music fusion genre that mixes elements of rockabilly and punk rock.,psychobilly,YES,,,
,bn:00825954n,,"psychoanalysis_and_music, music&psychoanalysis","Music has the ability to open doors, which allow us to see beyond a typical conversation or thought process.",psychoanalyse_en_muziek,YES,,,
,bn:00689098n,,"psychedelic_trance, psytrance, full_on, dark_psytrance, psy_trance, psychedelic_breakbeat, psy_music, israeli_trance, dark_psy, psy-trance, minimal_psytrance, dark_psychedelic_trance, melodic_psytrance, psychedelic_trance_music, russian_psytrance, psy, full-on, minimal_psychedelic_trance, fullon, scandinavian_trance, psyprog, russian_psychedelic_trance, psybient, psybreaks, progressive_psytrance, minimalist_trance, black_trance, minimal_trance, morning_trance","Psychedelic trance, psytrance or psy is a subgenre of trance music characterized by arrangements of rhythms and layered melodies created by high tempo riffs.","psychedelic_trance, psytrance, psy_trance, psy-trance, donkere_psytrance",YES,,,
,bn:00629368n,,"psychedelic_soul, black_rock, acid_soul, black_rock_music, psych_soul, psychedelic_soul_music","Psychedelic soul is a music genre that emerged in the late 1960s and saw black soul musicians embrace elements of psychedelic rock, including its production techniques, instrumentation, effects units and drug influences.",psychedelische_soul,YES,,,
,bn:03539801n,,"psychedelic_pop, psych_pop, trip-pop, psych-pop, pop-psych, psychedeclic_pop, acid_pop, pop-sike",Psychedelic pop is pop music that contains musical characteristics associated with psychedelic music.,"psychedelic_pop, psychedelische_pop",YES,,,
,bn:00598985n,,"psychedelic_folk, psych-folk, freak_folk, psych_folk, acid_folk, nu-folk, naturalismo, freak-folk",Psychedelic folk is a loosely defined form of psychedelia that originated in the 1960s.,"psychedelische_folk, psych_folk, acid_folk",YES,,,
,bn:03393896n,,"psychedelia, psychedelic_music, psychedelic/space, dream-beat, psychadelic_music, psycodelic_music, acid_music, glo-fi, psycedelic_music, psychodelic_music, downtempo_pop, psychedelic, psychedelic_sound, dreambeat, post-psychedelia, psych_music, psychedelic_song","Psychedelic music is a wide range of popular music styles and genres influenced by 1960s psychedelia, a subculture of people who used psychedelic drugs such as LSD, psilocybin mushrooms, mescaline and DMT to experience visual and auditory hallucinations, synesthesia and altered states of consciousness.","psychedelische_muziek, psychedelic, acid-rock, psychedelische-rockband, psychedelische-rockgroep, pschydelische_rock, psychedelic_rock, psychedelische",YES,,,
,bn:00064968n,,"psaltery, psaltiri, psaltyry, psaltérion, psalterium, cymbala, psalterion, psalteries, psaltry, sawtry, psaltērion",An ancient stringed instrument similar to the lyre or zither but having a trapezoidal sounding board under the strings,"psalterium, psalter, luiten, dertiensnarige_harp",YES,,,
,bn:00434646n,,"psalterium, ttun-ttun, tambour_de_bearn, ttun_ttun, tambourin_à_cordes, tambourin_de_bearn, tambourin_de_béarn, tambourin_de_gascogne, tambour_de_béarn","A psalterium, or tambourin à cordes, is an ancient stringed musical instrument, the name of which is synonymous with the psaltery.","tamboerijn_met_snaren, psalterium",YES,,,
,bn:00064966n,,psalm,Any sacred song used to praise the deity,psalm,YES,,,
,bn:03373165n,,"protopunk, proto-punk, proto_punk, proto_punk_rock, protopunk_music, prepunk, protopunk_rock, pre-punk_rock, prepunk_rock, '60s_punk, proto-punk_rock, pre-punk",Proto-punk is the rock music played by garage bands from the 1960s to mid-1970s that presaged the punk rock movement.,"protopunk, proto_punk, proto-punk",YES,,,
,bn:00064872n,,"prothalamion, prothalamium",A song in celebration of a marriage,"prothalamion, prothalamium",YES,,,
,bn:01660920n,,"protest_song, complaint_rock, protest_songs, russian_protest_music, indian_protest_songs, songs_of_protest, turkish_protest_songs, nore_undong, protest_music, rebel_anthems, social_protest_music, protest_musician, island's_sunrise, norae_undong, palestinian_protest_songs, protest_singer, protest_bands, australian_protest_songs, latin_american_protest_songs, message_songs, protest_band",A protest song is a song that is associated with a movement for social change and hence part of the broader category of topical songs.,"protestlied, protestsong, strijdmuziek, protestzanger",YES,,,
,bn:02665313n,,"protein_music, dna_music",Protein Music is a musical technique where music is composed by converting protein sequences or genes to musical notes.,"proteïne_muziek, dna_muziek",YES,,,
,bn:01605018n,,"prosody, musical_prosody","In music, prosody is the way the composer sets the text of a vocal composition in the assignment of syllables to notes in the melody to which the text is sung, or to set the music with regard to the ambiance of the lyrics.",prosodie,YES,,,
,bn:01958950n,,"promotional_single, promo_single, promotional_recording, promo_recording, advance_single, buzz_single, promotional_record, promo, promotional_singles, promotional_album, plug_copy, promo_cd, promo-single, radio_promo, radio_single","A promotional recording, or promo, or plug copy, is an audio or video recording distributed free, usually in order to promote a recording that is or soon will be commercially available.","promotiesingle, radio-single, buzz_single, promotie-opname, promotionele_opname, promotionele_single, promo_single",YES,,,
,bn:03241626n,,"promenade_concert, promenade_concerts","Promenade concerts were musical performances in the 18th and 19th century pleasure gardens of London, where the audience would stroll about while listening to the music.",promenade_concert,YES,,,
,bn:00064693n,,promenade,A square dance figure; couples march counterclockwise in a circle,promenade,YES,,,
