wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?,note,removed EN,Removed IT,Multiword Expression,annotator traduction
,bn:00842245n,n,"richter-tuned_harmonica, blues_harp, richter_tuned_harmonica, blues_harmonica, 10-hole_harmonica, harmonica_blues","The Richter-tuned harmonica, or 10-hole harmonica or blues harp, is the most widely known type of harmonica.","armonica_blues, blues_armonica",YES,,,,,
,bn:00842254n,n,"harmonica_techniques, blues-harp, cross_harping, cross_harp","There are numerous techniques available for harmonica, including bending, overbending, and tongue blocking.",tecniche_per_armonica,YES,,,,,
,bn:00846386n,n,"uk_hard_house, hard_house, scouse_house, subground, hardhouse, hard_bounce, pumping_house, bouncy_house",UK hard house or simply hard house is a style of electronic dance music music that emerged in the 1990s and is synonymous with its association to Trade club and the associated DJs there that created the style.,"hard_house, uk_hard_house, hardhouse",CHECK,,,,,
,bn:00847706n,n,"technical_death_metal, progressive_death_metal, tech-death, tekk-death, prog_death, progdeath, progessive_death_metal, tekk_death_metal, tekk_death, technical_death, techdeath, tekk-death_metal, prog-death, tech-death_metal, tech_death, techdeath_metal, tech_death_metal","Technical death metal is a musical subgenre of death metal that began and developed in the early- to mid-1990s, with particular focus on challenging, demanding instrumental skill and complex songwriting.","technical_death_metal, progressive_metal",YES,,,,,
,bn:00850157n,n,"rockism, rockism_and_poptimism, rockist, rockists","Rockism is the belief that rock music is dependent on values such as authenticity and artfulness, and that such values elevate the genre over other forms of popular music.",rockismo,YES,,,,,
,bn:00851397n,n,"cycle, cycle_of_compositions, composition_cycle, compositional_cycle",Cycle has several meanings in the field of music.,ciclo,YES,,,,,
,bn:00852160n,n,,Optional.empty,cumbia_sonidera,CHECK,lemma mancante in inglese ma non ci sono abbastanza informazioni ,,,,
,bn:00852162n,n,"level, tonal_step, tonality_level, root_progression, foundation_note, shift_of_level, shift_of_level_principle, shifts_of_level","A level, also ""tonality level"", Gerhard Kubik's ""tonal step,"" ""tonal block,"" and John Blacking's ""root progression,"" is an important melodic and harmonic progression where melodic material shifts between a whole tone above and a whole tone below the tonal center.",,YES,"è un termine che sembra anche importante, ma non riesco a trovare nulla in italiano. Ho letto anche articoli e informazioni in italiano su gerhard kubik ma non ho trovato informazioni per quanto riguarda il concetto di level, step tonality ecc",,,,
,bn:00853099n,n,"jazz_guitar, chord_solo, chord_melody, electric_guitar","The term jazz guitar may refer to either a type of electric guitar or to the variety of guitar playing styles used in the various genres which are commonly termed ""jazz"".",chitarra_jazz,YES,,,,,
,bn:00858515n,n,"bass_pedals, bass_pedal",Bass pedals are an electronic musical instrument with a foot-operated pedal keyboard with a range of one or more octaves.,"bass_pedals, pedale_del_basso, pedali_dei_bassi",YES,,,,,
,bn:00860254n,n,"c_minor, c-moll, c-minor","C minor is a minor scale based on C, consisting of the pitches C, D, E♭, F, G, A♭, and B♭.",do_minore,YES,,,,,
,bn:00862644n,n,"power_chord, indeterminate_chord, spider_chord, fifth_chord, power_chords, 5th_chord, spider_cord, open-fifth_chord, powerchord","A power chord Play is a colloquial name for a chord in guitar music, especially electric guitar, that consists of the root note and the fifth, as well as possibly octaves of those notes.","power_chords, power_chord, powerchord, powerchords, quinta_vuota, accordo_di_quinta",YES,ho aggiunto accordo_di_quinta,,,,
,bn:00865060n,n,heartland_rock,"Heartland rock is a genre of rock music characterized by a straightforward, often roots musical style, a concern with farmers, blue-collar working men, and truck drivers of American life, and a conviction that rock music has a social or communal purpose beyond just entertainment.",heartland_rock,YES,,,rock_cuore,,
,bn:00869997n,n,"southern_rock, southern_metal, southern-rock, southern_rock/metal, 1980s_southern_rock, 1990s_southern_rock, southern_hardcore, 1960s_southern_rock, southern_boogie, cowboy_rock, 1970s_southern_rock",Southern rock is a subgenre of rock music and a genre of Americana.,"southern_rock, southern_metal, southern_music",CHECK,,,,,
,bn:00870001n,n,"arena_rock, corporate_rock, stadium_rock, 1960s_aor, anthem_rock, 1970s_stadium_rock, a.o.r._-_adult_oriented_rock, 1970s_aor, pomp_rock, arena-rock, melodic_hard_rock, 1960s_album-oriented_rock, 1960s_arena_rock, 1970s_arena_rock, 1960s_stadium_rock",Arena rock is a style of rock music that originated in the mid-1970s.,"arena_rock, corporate_rock, anthem_rock, stadium_rock, pomp_rock, rock_arena, rock_da_stadio, hard_rock_melodico",YES,,,,,
,bn:00871044n,n,"bajo_sexto, acordeón, bajo_quinto, bajo-sexto, sixth_bass",Bajo sexto is a Mexican string instrument from the guitar family with 12 strings in six double courses.,bajo_sexto,YES,,,,,
,bn:00871823n,n,"rōkyoku, naniwa-bushi, rokyoku, naniwa_bushi, naniwabushi, roukyoku",Rōkyoku is a genre of traditional Japanese narrative singing.,rōkyoku,CHECK,,,,,
,bn:00872662n,n,"post-grunge, post_grunge, pop_grunge, nu-grunge, alt-grunge, post-grunge_music, alternative_grunge, postgrunge, 1990s_post-grunge, generation_xi",Post-grunge is a rock music subgenre that emerged in the 1990s.,"post-grunge, post_grunge, postgrunge",YES,,,posta_grunge,,
,bn:00874901n,n,"cantabile, gesangvoll","In music, cantabile, an Italian word, means literally ""singable"" or ""songlike"".",cantabile,YES,,,,,
,bn:00875658n,n,enka,Enka is a popular Japanese music genre considered to resemble traditional Japanese music stylistically.,enka,CHECK,,,,,
,bn:00876583n,n,"tsuzumi, kotsusumi, kotsuzumi",The tsudzumi or tsuzumi is a hand drum of Japanese origin.,tsuzumi,YES,,,,,
,bn:00877028n,n,"carnatic_music, carnatic_sangeet, carnatic_classical_music, karnataka_music, karnataka_sangita, karnatic_classical_music, karnatic_music, karnāṭaka_saṃgīta, south_indian_classical, karnataka_sangeeth, carnatic_musician, karnakata_sangeetha, karnāṭaka_saṅgītam, origins_and_history_of_carnatic_music, list_of_carnatic_music_festivals, karnataka_sangeeta, javali, karnataka_sangeetham, karnataka_sangeetha, karnatak_music, south_indian_music, dravidian_music","Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.","musica_carnatica, musica_carnatica_indiana, musica_classica_carnatica",CHECK,ho modificato carnatic_musica_classica in musica_classica_carnatica,,,,
,bn:00880577n,n,"chicano_rock, pachucho_punk, chicano_punk, chicago_rock, latin-rock-goddess",Chicano rock is rock music performed by Mexican American groups or music with themes derived from Chicano culture.,chicano_rock,CHECK,,,,,
,bn:00889326n,n,"temp_track, temp_tracks, temp_score, scratch_music, temp_music","A temp track is an existing piece of music or audio which is used during the editing phase of television and film production, serving as a guideline for the tempo, mood or atmosphere the director is looking for in a scene.",,YES,/,,traccia_temperatura,,
,bn:00889604n,n,recurrent_rotation,Recurrent rotation refers to a group of songs still frequently aired on a contemporary hit radio station several months or even years after the initial debut.,rotazione_ricorrente,YES,,,,,
,bn:00891556n,n,lowercase,"Lowercase is an extreme form of ambientminimalism where very quiet, usually unheard sounds are amplified to extreme levels.","lowercase, lower_case",YES,,,,,
,bn:00892042n,n,"canadian_classical_music, canadian_composition, canadian_compositions","In Canada, classical music includes a range of musical styles rooted in the traditions of Western or European classical music that European settlers brought to the country from the 17th century and onwards.","musica_classica_canadese, composizione_canadese, composizioni_canadesi",CHECK,,,,,
,bn:00893909n,n,"afro-caribbean_music, african-caribbean_music, afro-carribean_music",Afro-Caribbean music is a broad term for music styles originating in the Caribbean from the African diaspora.,musica_afro-caraibica,CHECK,,,,,
,bn:00894995n,n,"software_synthesizer, softsynth, midi_to_mp3, software_synthesiser, software_synth, software_synthesizers, microsoft_gs_wavetable_sw_synth, soft_synth, software_instruments, softsynths","A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.","sintetizzatori_software, sintetizzatore_software, softsynth",YES,,,,,
,bn:00895123n,n,"xylorimba, marimba-xylophone, xylo-marimba",The xylorimba is a pitched percussion instrument corresponding to a xylophone with an extended range.,xylorimba,YES,,,,,
,bn:00895218n,n,developing_variation,"In music composition, developing variation is a formal technique in which the concepts of development and variation are united in that variations are produced through the development of existing material.",variazione_in_sviluppo,YES,,,,,
,bn:00895778n,n,digital_booklet,Digital booklets are the digital equivalent of liner notes that often accompany digital music purchases.,"digital_booklet, booklet_digitale, opuscolo_digitale",YES,,,,,
,bn:00896539n,n,"pakistani_hip_hop, pakistani_hip_hop_music, urdu_hip_hop, urdu_rap, punjabi_rap, pakistani_underground_music, punjabi_hip_hop, pakistani_rap, sindhi_hip_hop",Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,"hip_hop_pakistano, musica_hip_hop_pakistana, hip_hop_urdu, rap_urdu, rap_punjabi, hip_hop_punjabi, musica_underground_pakistana, hip_hop_sindhi",CHECK,,,,,
,bn:00897213n,n,"ugabhoga, ugaabogas, ugaboga, ugabogas, ughabogas, ughaboga, ugabhogas","The term ugabhoga refers to a type of vocal piece in Carnatic music, in which the artist elaborates the treatment of raga characteristics through freestyle verses with or without tala.",ugabhoga,YES,,,,,
,bn:00898369n,n,"electronic_body_music, industrial_dance, ebm, indust_dance, ebm_music, industrial_dance_music, old-school_ebm, techno_body_music",Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,"electronic_body_music, industrial_dance, electrogoth, EBM",YES,ho aggiunto EBM,,,,
,bn:00898508n,n,"riddim, bookshelf_riddim, legal_riddim","Riddim is the Jamaican Patois pronunciation of the English word ""rhythm"".",riddim,YES,,,,,
,bn:00902686n,n,"tubular_bells, tubular_bell, chimes, röhrenglocken, orchestral_chimes",Tubular bells are musical instruments in the percussion family.,"campane_tubolari, carillon, campana_tubolare",YES,,,,,
,bn:00902695n,n,"bridge, bridge_passage, classical_bridge, middle_eight, musical_bridge, musical_bridges","In music, especially western popular music, a bridge is a contrasting section that prepares for the return of the original material section.","bridge, ponte",YES,,,,,
,bn:00903900n,n,"string_trio, terzetto",A string trio is a group of three string instruments or a piece written for such a group.,trio_d'_archi,YES,,,,,
,bn:00904696n,n,"toy_piano, toy_pianist, toy_piano_festival","The toy piano, also known as the kinderklavier, is a small piano-like musical instrument.","pianoforte_giocattolo, pianino_giocattolo, toy_piano",YES,ho aggiunto toy_piano (anche in italiano si usa il nome inglese) ,,,,
,bn:00904927n,n,"hip_hop_soul, hip-hop_soul, rap_soul, hip-hop-soul, slow_bounce, hip_hop-soul, soul_hip_hop, hip-hop/soul","Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.","hip-hop_soul, hip_hop_soul, rap_soul",YES,,,,,
,bn:00908322n,n,"tropical_music, tropical, spanish_tropical, musica_tropical, música_tropical",Tropical music is a category used in the music industry to denote Latin music from the Caribbean.,"musica_tropicale, tropical, musica_spagnola_tropicale",YES,,,,,
,bn:00908751n,n,"bristol_underground_scene, bristol_sound, bristol_urban_culture","The Bristol underground scene, refers to a cultural movement in Bristol beginning in the early 1980s.",scena_underground_di_bristol,CHECK,,,,,
,bn:00909755n,n,"block_chord, block_chords_and_broken_chords, shearing_voicing, block_chords","A block chord is a chord or voicing built directly below the melody either on the strong beats or to create a four-part harmonized melody line in ""locked-hands"" rhythmic unison with the melody, as opposed to broken chords.",block_chord,YES,,,,,
,bn:00911030n,n,layali,"Layālī is a style of unmetered modal improvisation, based on a maqam, performed by a singing voice in Arabic music.",,CHECK,/,,,,
,bn:00911996n,n,"direct_to_disc_recording, direct-to-disc_recording",Direct-to-disc recording refers to sound recording methods that bypass the use of magnetic tape recording and record audio directly onto analog disc masters.,direct_to_disc_recording,YES,,,,,
